post_4,arsenal,astonvilla,chelsea,everton,fulham,liverpool,manchestercity,manchesterunited,newcastleunited,norwichcity,queensparkrangers,random,reading,southampton,stokecity,sunderland,swanseacity,tottenhamhotspur,westbromwichalbion,westhamunited,wiganathletic
S11,3,5,5,11,0,3,8,4,4,0,4,53,0,0,0,1,0,3,2,4,2
S12,1,0,0,5,0,0,2,1,0,1,3,34,0,0,1,0,0,2,0,4,0
S13,2,0,1,5,1,0,11,3,0,0,1,21,0,0,1,1,0,2,1,2,0
S14,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,0,0
S17,3,0,1,2,0,1,3,1,2,1,2,15,0,0,1,2,0,1,2,1,0
S18,2,0,2,5,0,1,1,2,1,0,1,25,1,0,1,1,0,0,0,1,1
S2,1,1,1,4,0,5,8,5,2,1,1,76,0,1,1,0,0,4,2,6,0
S20,2,0,0,5,1,5,5,1,0,1,2,36,0,0,0,0,0,2,1,2,3
S21,0,0,0,0,0,1,3,0,0,1,1,18,0,0,0,0,0,2,0,2,0
S25,1,0,2,3,0,1,3,4,1,0,0,19,0,0,0,0,0,1,0,2,0
S26,4,1,2,6,0,5,7,6,1,1,1,33,1,0,0,0,0,3,2,5,0
S3,1,1,2,5,0,5,4,8,4,1,3,47,0,0,0,0,0,2,5,6,1
S32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
S33,0,0,1,2,0,1,2,2,0,1,0,11,0,0,0,0,0,1,0,1,0
S35,0,1,5,2,0,1,9,5,3,0,4,41,0,0,1,0,0,3,3,5,0
S36,2,0,3,8,0,5,6,5,2,0,1,21,1,1,0,1,0,2,0,2,0
S4,2,0,2,0,1,2,1,1,0,0,0,13,0,1,0,0,0,2,0,1,0
S40,3,0,5,3,1,3,7,4,1,0,2,43,0,0,0,0,0,3,2,4,0
S41,2,2,7,5,1,6,7,5,2,0,3,45,0,0,2,0,1,2,2,5,0
S42,1,1,5,1,0,3,3,3,0,0,2,27,0,0,0,0,0,2,2,2,0
S43,2,1,8,5,0,3,7,6,0,0,2,59,0,0,0,0,0,2,2,3,0
S44,0,0,1,3,0,1,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0
S45,2,1,4,3,0,2,3,3,0,1,1,15,0,0,0,0,1,0,2,1,0
S5,2,1,1,7,1,6,6,3,1,3,0,43,0,0,1,0,0,3,3,6,0
S6,5,8,13,33,1,22,37,19,7,4,6,240,2,0,4,1,1,8,13,15,1
S60,5,1,6,4,0,4,4,6,4,1,2,53,0,1,1,1,0,4,2,2,0
S61,3,2,3,2,0,4,4,3,1,1,0,31,0,0,1,0,0,1,3,1,0
S62,0,0,2,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,1,0
S63,1,0,3,2,0,3,8,4,1,1,2,32,0,0,0,0,1,1,1,0,0
S64,0,1,1,2,0,4,6,3,0,0,0,29,0,0,0,1,0,1,0,2,0
S65,1,1,1,3,0,3,3,1,0,1,0,16,0,0,0,0,2,2,0,1,1
S66,3,0,2,9,0,4,8,7,1,0,2,64,0,0,0,0,0,5,2,6,1
S7,2,0,3,1,1,0,4,1,1,0,0,14,0,0,0,0,0,2,1,0,0
S70,0,0,0,1,0,3,1,3,1,1,7,35,0,0,0,0,0,2,2,1,0
S71,2,0,0,4,0,1,4,2,0,1,6,24,0,1,1,1,0,2,1,3,0
S72,0,1,0,0,0,1,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0
S73,1,0,2,4,1,0,5,3,0,1,1,19,0,0,0,0,0,2,2,1,1
S74,0,1,0,2,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0
S75,4,1,2,7,0,7,5,6,2,1,9,55,0,2,0,0,0,4,5,1,1
S8,5,0,3,5,0,3,7,5,3,0,1,36,0,2,0,0,0,0,1,4,0
S80,3,0,1,2,0,2,3,4,1,0,0,26,0,0,0,0,0,2,0,3,0
S81,0,1,0,9,0,11,8,3,1,1,0,52,1,0,0,0,0,3,1,3,0
S9,1,2,0,5,1,5,7,5,1,0,1,61,0,0,0,1,0,0,2,3,0
SA1,7,2,6,26,1,20,20,12,4,1,2,121,2,1,37,4,92,18,6,17,0
SA10,4,3,2,5,1,7,7,6,0,0,1,33,1,0,5,0,12,4,0,3,0
SA11,2,1,1,9,0,6,5,5,1,0,0,37,0,0,6,0,9,3,3,1,0
SA12,3,0,2,8,0,4,3,6,0,0,2,43,0,0,3,0,5,1,0,1,0
SA13,1,0,0,5,1,6,3,5,0,1,5,30,0,1,2,0,3,3,1,1,0
SA14,7,1,3,7,1,7,7,4,2,0,1,54,0,0,3,0,5,0,5,3,1
SA15,3,0,2,4,1,5,7,7,2,0,1,51,0,0,2,0,4,1,0,2,0
SA16,1,0,0,1,0,1,0,2,0,0,0,7,0,1,1,0,0,1,0,0,0
SA17,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
SA18,1,1,2,5,0,7,3,6,0,1,2,27,0,0,2,0,6,0,1,2,0
SA19,0,0,0,0,0,2,1,1,0,0,0,7,0,0,1,0,1,0,0,0,0
SA2,6,1,6,8,0,3,6,2,1,1,1,88,0,0,4,0,14,7,6,7,0
SA20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SA3,1,2,0,3,0,2,5,2,0,0,3,20,0,0,9,0,8,2,0,2,0
SA31,0,0,1,3,0,4,2,3,0,0,1,37,0,0,2,0,4,0,1,1,0
SA32,0,0,1,2,0,0,1,0,0,0,0,11,0,0,2,0,2,1,0,0,0
SA33,0,0,0,0,0,0,1,0,0,1,0,15,0,0,0,0,0,1,0,0,0
SA34,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0
SA35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA37,0,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0
SA38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA39,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SA4,3,0,4,10,0,12,15,12,0,0,1,71,1,1,7,0,13,4,1,6,1
SA40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SA42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SA43,0,0,0,1,0,1,0,1,0,0,1,3,0,0,1,0,0,0,0,1,0
SA44,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0
SA45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SA46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
SA47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SA48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SA5,8,5,5,15,0,11,26,10,1,1,1,116,0,1,21,1,27,5,3,12,0
SA6,4,2,4,6,0,8,13,5,2,0,2,50,0,0,11,0,16,5,3,6,0
SA61,2,0,0,3,0,4,5,4,2,1,1,21,0,0,1,0,1,2,0,4,0
SA62,2,0,2,3,0,5,4,7,0,0,1,26,0,0,2,0,1,4,2,2,0
SA63,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SA64,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SA65,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
SA66,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SA67,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SA68,1,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1
SA69,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0
SA7,4,0,3,2,0,4,4,2,1,2,2,18,0,0,8,0,7,1,2,3,0
SA70,0,0,1,3,1,2,2,3,0,0,0,15,0,0,1,0,0,1,0,0,0
SA71,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
SA72,0,0,1,3,0,3,0,2,0,1,0,9,0,0,1,1,0,1,0,0,0
SA73,1,0,1,3,0,3,3,2,0,0,0,12,0,0,0,0,1,0,0,0,0
SA8,1,0,0,2,0,4,2,2,0,1,0,12,0,0,1,1,4,0,0,3,0
SA9,1,0,0,1,0,2,3,0,0,0,0,9,0,0,0,0,4,1,0,1,0
SE1,15,5,13,11,8,17,6,15,2,1,7,180,2,4,0,2,0,26,5,20,1
SE10,4,0,6,4,1,7,2,8,1,2,0,74,0,0,0,0,0,6,3,8,0
SE11,2,1,1,3,0,3,4,2,1,1,3,27,0,1,0,0,1,7,1,2,1
SE12,1,0,2,1,0,3,6,6,0,0,2,14,0,1,0,0,0,4,2,1,1
SE13,8,0,3,3,0,4,8,1,1,0,5,64,0,2,0,0,0,5,0,10,0
SE14,1,1,0,4,0,1,2,2,0,0,0,37,0,0,1,0,0,3,0,5,0
SE15,3,3,3,6,3,2,5,6,1,0,1,71,0,0,0,0,0,6,2,3,0
SE16,6,0,2,4,0,5,2,2,2,2,3,42,1,0,0,0,0,14,2,4,0
SE17,32,5,21,15,2,13,29,57,3,0,123,798,0,1,1,1,1,30,6,19,1
SE18,3,3,5,7,0,4,6,5,0,0,2,51,0,0,0,0,0,6,3,9,0
SE19,0,0,1,0,0,2,1,0,0,0,1,19,0,0,0,0,0,0,1,1,0
SE2,4,1,2,1,1,2,5,5,1,0,2,25,0,1,0,1,0,5,0,4,0
SE20,4,0,0,2,0,1,3,3,0,0,1,24,0,0,0,0,0,3,0,2,0
SE21,1,0,1,1,0,0,0,3,0,0,2,14,0,1,0,0,0,2,0,0,0
SE22,2,1,3,3,0,0,2,3,0,0,3,27,1,0,0,0,0,2,4,5,0
SE23,1,0,3,3,1,2,5,4,0,0,2,24,0,0,0,0,0,6,0,6,0
SE24,1,0,1,0,0,1,2,2,1,0,1,12,0,0,0,1,0,0,0,1,0
SE25,2,0,5,1,1,0,3,1,1,0,3,25,0,0,0,0,0,1,0,4,0
SE26,3,1,3,2,0,3,2,1,0,0,2,21,0,1,0,0,0,2,0,1,0
SE27,0,0,0,0,0,1,0,2,0,0,0,12,0,0,0,0,0,1,0,1,0
SE28,0,1,0,2,0,2,4,2,0,0,0,16,0,0,0,0,0,2,1,3,0
SE3,7,3,2,5,1,5,8,10,3,0,5,42,0,0,0,0,1,7,4,7,0
SE4,4,1,1,2,0,2,1,3,1,0,3,22,0,0,1,1,0,1,0,2,0
SE5,0,0,5,2,0,1,2,2,0,1,1,43,0,0,0,0,1,3,0,6,0
SE6,4,0,1,4,0,0,2,3,0,0,1,36,0,1,0,2,1,6,1,4,0
SE7,1,2,0,1,0,1,1,2,0,0,5,32,0,0,1,0,0,1,0,5,0
SE8,3,1,5,4,0,4,7,2,0,1,3,30,1,1,0,1,0,7,2,6,0
SE9,8,3,2,7,0,5,8,1,1,0,8,64,0,2,1,1,1,12,4,13,1
SG1,11,2,7,6,1,6,9,6,2,0,3,79,0,0,0,0,0,12,1,11,0
SG10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SG11,4,0,1,5,1,5,2,2,1,0,1,18,0,0,0,0,0,3,3,2,0
SG12,7,1,4,3,0,2,5,0,0,0,0,25,0,0,1,0,1,11,0,5,0
SG13,4,0,1,2,1,2,5,1,1,0,2,14,0,0,1,0,1,9,1,4,1
SG14,1,0,2,4,0,0,1,2,0,0,0,16,0,1,0,0,0,7,0,5,1
SG15,1,0,0,0,0,2,1,0,0,0,1,6,0,0,0,0,0,0,0,1,0
SG16,0,0,0,1,0,3,1,0,0,0,0,9,0,0,0,0,0,1,0,2,0
SG17,1,1,1,3,0,1,2,1,0,0,0,4,0,0,1,0,0,1,1,2,0
SG18,4,1,4,5,0,1,4,2,1,0,2,20,1,0,1,0,0,5,5,2,0
SG19,3,1,1,6,0,0,2,0,0,1,1,27,0,1,0,0,0,3,1,3,0
SG2,12,2,7,10,2,5,9,3,2,0,2,40,0,1,0,0,1,15,4,8,0
SG3,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,2,0
SG4,3,1,1,2,0,4,2,1,0,0,3,39,0,0,2,1,0,4,0,4,0
SG5,1,1,2,4,0,4,3,2,1,1,3,31,0,1,0,0,0,5,1,5,1
SG6,3,2,4,9,0,9,5,8,2,1,4,48,0,0,0,0,0,9,1,8,0
SG7,1,1,3,2,1,1,1,2,0,1,1,12,0,0,1,0,0,1,1,4,0
SG8,5,1,4,5,0,3,3,5,2,0,0,33,0,0,1,0,0,5,3,2,0
SG9,1,1,2,1,0,0,2,0,0,0,0,7,0,0,0,0,0,2,1,3,0
SK1,1,0,2,4,0,1,2,5,0,0,0,18,0,0,0,0,0,0,0,2,0
SK10,2,2,1,4,1,4,5,7,0,1,0,43,0,0,0,0,0,1,1,2,0
SK11,1,2,3,1,0,5,8,11,0,2,0,26,0,1,1,1,0,2,3,4,0
SK12,1,0,1,2,0,4,5,6,0,0,2,16,0,0,1,0,0,0,1,2,0
SK13,2,0,1,3,0,4,10,9,0,0,2,32,0,0,0,1,0,1,3,2,0
SK14,2,0,5,9,0,4,22,17,1,0,0,48,0,0,1,0,0,4,4,4,1
SK15,2,1,1,7,1,3,16,13,1,0,2,29,1,1,1,0,0,0,2,2,1
SK16,3,1,5,2,1,8,9,13,1,0,1,30,0,0,0,1,0,4,1,3,1
SK17,1,1,0,6,0,0,2,3,0,0,0,26,0,0,0,0,0,0,0,2,0
SK2,1,3,9,18,0,10,16,18,4,1,0,56,0,2,2,2,0,1,4,7,1
SK22,0,0,0,2,0,1,2,3,0,0,0,8,0,0,0,0,0,1,0,1,0
SK23,0,0,0,3,0,2,4,8,1,0,1,11,0,0,1,1,0,0,1,0,0
SK3,4,0,3,7,0,4,15,16,2,0,2,43,0,0,2,0,0,1,1,3,0
SK4,0,0,0,8,0,4,14,12,0,0,2,30,0,0,0,0,0,0,1,3,1
SK5,3,0,1,5,0,4,14,16,1,1,1,29,0,0,0,0,1,0,2,2,0
SK6,2,1,2,7,0,3,13,15,1,0,1,37,0,0,2,0,0,0,2,3,1
SK7,4,2,2,9,1,9,23,12,3,2,3,43,1,0,2,1,1,2,2,9,1
SK8,4,2,3,13,0,8,24,22,1,0,2,52,0,0,3,1,0,3,3,6,1
SK9,1,1,4,7,0,7,8,13,1,1,3,43,0,0,1,0,0,3,2,5,2
SL0,4,0,4,2,0,5,0,3,0,0,1,19,0,0,0,1,0,3,1,1,0
SL1,2,3,4,1,2,5,4,2,2,1,1,40,0,0,1,0,0,4,2,4,0
SL2,4,1,5,4,0,8,4,7,0,2,7,37,3,1,4,0,0,1,2,3,0
SL3,8,2,5,5,1,5,4,9,0,2,6,48,0,1,0,0,0,9,6,9,0
SL4,4,0,11,5,1,7,9,7,3,0,6,61,2,0,1,2,3,3,0,4,1
SL5,1,0,2,1,1,0,1,2,0,0,3,14,0,0,0,0,0,1,0,1,0
SL6,8,0,10,10,1,14,9,10,3,1,8,60,4,2,2,0,0,7,3,5,0
SL7,3,2,1,3,0,2,2,1,1,0,2,19,0,0,0,0,1,2,0,3,0
SL8,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
SL9,4,0,1,4,0,4,0,1,2,0,4,21,0,0,0,0,0,4,1,4,0
SM1,3,1,6,3,1,5,4,2,0,0,1,35,0,3,0,0,0,3,3,8,0
SM2,0,1,8,2,1,1,6,2,0,1,1,11,0,0,0,0,1,2,0,2,0
SM3,0,0,2,1,1,1,4,0,0,0,1,22,0,0,0,0,0,1,0,3,0
SM4,3,1,4,0,1,1,4,2,1,0,0,32,0,0,0,0,0,6,2,3,0
SM5,4,2,6,5,0,4,5,3,0,1,7,44,0,0,1,0,0,8,2,3,0
SM6,4,2,5,2,0,2,6,5,1,0,4,32,0,1,0,0,0,4,1,2,0
SM7,3,0,2,1,0,0,0,0,0,0,2,14,0,0,0,0,0,2,1,2,0
SN1,3,14,4,4,0,4,4,5,1,2,16,36,0,0,1,0,0,7,1,5,0
SN10,5,2,8,7,1,6,9,8,3,2,2,78,1,2,2,1,0,8,2,11,0
SN11,0,1,1,3,0,4,4,2,0,0,3,14,0,0,0,0,2,0,1,1,0
SN12,1,0,1,3,0,1,4,2,0,0,4,16,1,1,0,0,0,1,1,1,0
SN13,0,1,0,0,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0
SN14,1,1,0,5,0,2,4,1,0,1,2,34,0,0,0,0,1,2,3,2,0
SN15,1,4,2,6,0,3,4,3,2,1,4,35,0,1,0,0,1,4,2,2,0
SN16,1,1,0,1,0,2,0,0,0,0,1,15,0,0,0,0,0,3,0,2,0
SN2,4,3,5,9,1,8,7,4,1,0,6,41,0,0,0,1,0,12,2,2,0
SN25,3,3,2,3,0,7,5,2,0,2,8,38,0,1,2,0,0,1,2,7,0
SN26,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
SN3,5,5,6,5,1,10,9,8,0,0,8,74,0,1,2,0,1,6,2,3,0
SN4,0,0,1,1,0,5,4,0,0,1,2,19,0,1,0,0,1,1,0,2,0
SN5,1,1,1,5,1,7,4,3,4,1,3,33,0,0,1,1,0,1,1,3,0
SN6,1,0,1,1,0,1,2,2,0,0,2,13,0,0,0,0,0,3,0,2,0
SN7,2,0,1,1,1,2,1,0,0,0,3,16,0,0,0,0,0,0,0,2,0
SN8,0,0,1,0,0,2,0,2,0,0,1,10,0,1,0,0,0,1,0,0,0
SN9,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SO14,13,20,9,16,3,11,12,25,7,13,35,146,4,70,1,0,7,16,8,17,6
SO15,4,3,6,17,1,8,15,7,4,3,14,109,2,25,0,1,1,3,4,10,0
SO16,3,1,4,6,1,3,8,4,0,0,6,42,1,21,0,2,0,3,5,4,0
SO17,0,0,0,0,0,2,1,1,1,0,1,24,0,10,0,0,0,1,1,2,0
SO18,3,4,2,3,0,2,5,2,2,1,9,32,0,17,0,1,0,5,0,3,0
SO19,3,2,3,7,0,7,6,3,2,1,8,41,1,18,1,1,1,1,3,4,1
SO20,0,0,2,1,0,2,1,0,0,1,2,11,0,1,0,0,0,0,0,1,0
SO21,2,3,3,4,0,2,2,2,1,0,7,27,2,5,0,1,0,2,1,4,0
SO22,0,1,0,2,0,3,7,2,1,0,9,56,0,4,1,0,1,3,1,4,0
SO23,1,0,2,0,0,0,3,1,0,0,3,34,0,3,0,0,0,0,1,1,0
SO24,1,1,0,0,1,2,2,1,0,0,1,3,0,3,0,0,0,0,0,1,0
SO30,4,1,1,5,0,5,9,5,1,3,3,33,1,19,2,1,0,5,4,8,0
SO31,1,2,2,6,1,6,2,2,2,1,7,45,0,17,0,0,0,5,4,1,0
SO32,1,2,1,0,1,1,1,1,0,0,0,16,0,4,0,0,0,2,2,0,0
SO40,2,2,4,6,0,6,6,4,1,0,7,41,0,19,0,1,0,5,3,3,1
SO41,1,1,2,2,1,0,3,2,1,0,3,14,0,4,0,0,0,3,1,2,0
SO42,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,2,0
SO43,1,1,1,2,1,2,0,4,0,0,3,18,1,2,0,2,0,3,0,2,0
SO45,1,2,3,3,0,1,2,2,2,0,7,22,0,7,0,0,0,3,3,3,0
SO50,5,1,4,7,0,7,8,5,1,0,8,54,1,19,0,0,2,5,4,2,0
SO51,1,0,1,2,0,1,1,3,0,0,2,18,0,4,0,0,0,1,0,4,0
SO52,0,0,0,1,0,1,1,0,0,0,2,6,0,3,0,0,0,0,0,0,0
SO53,1,0,4,1,0,3,3,4,1,1,6,30,1,7,0,0,0,6,2,7,0
SP1,0,0,0,1,0,1,3,3,1,0,2,15,0,1,0,1,0,2,0,1,0
SP10,4,3,7,3,2,3,9,2,0,0,5,42,1,6,1,1,1,5,3,5,1
SP11,0,0,1,2,0,2,1,1,0,0,1,13,0,4,0,0,0,1,0,1,0
SP2,1,0,2,3,0,4,1,1,0,0,2,19,0,2,1,0,1,3,2,3,0
SP3,1,0,1,1,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,1,0
SP4,3,2,3,2,0,1,2,4,0,0,2,25,0,4,1,0,0,2,1,0,0
SP5,1,1,0,1,0,2,2,1,0,1,1,17,0,1,0,0,0,0,0,3,0
SP6,1,0,0,2,0,1,1,0,0,0,2,8,0,1,0,0,0,1,1,1,0
SP7,0,0,0,0,0,2,1,0,1,0,0,5,0,0,0,0,0,0,1,1,0
SP8,0,0,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0
SP9,0,1,0,3,0,1,2,1,0,0,1,5,1,1,0,2,0,2,0,3,0
SR1,0,0,2,5,0,3,5,2,2,1,1,15,1,1,0,39,0,1,1,1,0
SR2,3,0,3,7,0,1,5,4,6,1,1,26,0,0,2,25,1,2,4,3,0
SR3,3,0,5,15,1,6,13,10,12,0,6,69,1,0,1,46,0,3,5,8,2
SR4,4,2,2,13,1,12,9,7,6,0,2,38,1,0,1,27,0,3,5,5,1
SR5,2,9,5,7,0,6,12,0,11,1,1,32,2,1,0,70,0,1,6,2,7
SR6,4,4,4,10,0,6,5,10,12,1,1,34,0,1,2,48,0,2,4,5,0
SR7,0,2,2,5,0,3,7,5,4,1,2,23,0,0,1,17,1,1,0,3,0
SR8,3,2,3,7,1,3,9,3,10,2,4,35,1,1,0,24,1,1,1,1,0
SS0,5,0,2,2,1,0,2,5,0,0,3,41,0,1,0,0,0,4,2,14,0
SS1,4,0,2,3,0,3,4,4,0,1,4,62,0,2,0,1,0,5,1,8,0
SS11,1,0,2,1,0,3,5,0,0,0,0,22,0,0,0,0,0,4,1,9,0
SS12,5,1,0,0,0,5,0,2,0,0,2,19,0,0,0,0,0,7,1,6,0
SS13,1,1,0,0,0,2,2,1,0,0,1,20,0,1,0,0,0,5,0,9,0
SS14,5,0,2,1,0,4,5,3,0,1,0,40,0,1,0,0,0,7,0,12,0
SS15,6,0,0,4,0,0,3,2,0,0,1,37,0,0,0,0,0,8,0,13,0
SS16,3,0,5,3,1,2,1,3,0,0,0,38,0,0,0,0,0,2,0,7,0
SS17,4,0,1,10,0,1,5,1,0,1,3,44,0,0,2,0,0,9,3,15,1
SS2,4,2,4,9,2,4,5,3,1,1,3,34,0,0,1,0,0,6,2,9,1
SS3,3,1,2,2,0,4,1,3,1,1,0,21,0,0,0,0,0,3,3,6,0
SS4,1,1,2,4,0,0,4,0,0,0,2,27,0,1,0,0,0,2,2,4,0
SS5,3,2,0,1,0,1,0,1,0,0,0,15,0,0,0,0,0,3,1,4,0
SS6,2,0,1,3,1,1,1,2,2,0,0,30,0,0,0,0,0,3,2,11,0
SS7,5,1,4,2,0,0,4,2,0,0,1,59,0,0,0,0,0,7,0,21,0
SS8,4,0,0,4,0,4,1,0,0,0,1,28,0,0,1,0,0,9,0,9,0
SS9,3,0,0,4,0,7,5,1,3,1,1,39,0,0,0,0,0,8,3,15,1
ST1,0,2,8,13,0,10,17,14,3,1,5,89,0,0,30,1,1,2,12,8,0
ST10,1,0,0,3,1,3,0,2,1,0,1,19,0,0,4,0,0,1,1,3,0
ST11,0,0,0,1,0,3,2,0,0,0,0,6,0,0,2,0,0,0,1,1,0
ST12,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ST13,1,0,1,3,0,1,4,4,0,0,0,12,0,1,3,0,0,1,3,2,0
ST14,2,2,0,2,0,0,4,2,0,0,1,24,0,0,2,0,0,0,0,2,0
ST15,4,2,2,2,0,5,2,4,1,0,1,20,1,0,7,0,0,1,3,2,0
ST16,2,2,0,3,0,4,2,4,0,0,2,50,0,0,3,0,0,2,3,2,0
ST17,2,2,2,6,1,5,4,9,1,0,3,32,0,0,1,0,0,4,1,4,1
ST18,1,3,1,8,1,5,7,2,2,1,0,31,1,0,1,0,0,3,1,5,0
ST19,1,1,0,3,1,2,4,3,1,0,1,11,0,0,1,0,0,2,2,4,0
ST2,2,0,0,6,0,3,4,1,0,0,0,18,0,1,8,0,1,2,3,4,0
ST20,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
ST21,13,8,6,12,0,15,20,30,3,2,8,210,0,2,3,2,1,10,8,10,2
ST3,7,3,3,13,0,8,17,4,1,0,3,40,0,0,18,1,2,1,7,9,0
ST4,10,5,6,16,1,12,19,11,6,1,4,67,2,1,61,5,8,7,9,10,1
ST5,6,4,5,14,1,9,18,8,4,2,5,77,0,1,29,2,0,4,6,7,0
ST55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST6,8,2,3,10,1,6,11,12,2,1,0,35,0,0,22,0,0,5,5,2,0
ST7,2,1,1,3,1,6,7,6,1,0,2,32,0,0,15,0,0,2,7,8,0
ST8,1,1,0,3,0,3,3,3,1,0,0,12,0,1,8,0,0,1,1,2,1
ST9,1,1,1,1,0,1,2,1,2,0,0,3,0,0,5,0,0,0,2,1,0
SW10,2,0,11,1,3,2,0,4,0,2,0,15,1,0,1,0,0,1,2,2,0
SW11,11,4,16,8,3,13,11,11,1,1,7,62,1,5,2,0,1,17,4,14,0
SW12,1,0,2,4,0,9,5,2,2,0,2,17,0,0,0,1,0,0,1,3,0
SW13,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,1,0
SW14,2,1,0,1,1,1,2,0,0,1,0,10,0,2,0,0,0,3,0,1,0
SW15,2,2,10,4,6,4,8,12,2,0,2,60,0,1,0,0,0,5,5,6,0
SW16,1,1,1,3,1,6,8,5,1,1,2,42,0,1,0,1,0,5,2,4,0
SW17,4,4,7,3,1,5,5,5,2,2,2,43,3,1,0,1,0,3,1,7,0
SW18,7,1,16,8,2,8,6,12,3,1,2,75,0,1,0,0,0,5,2,9,0
SW19,10,2,11,9,3,7,12,6,4,1,6,95,1,1,0,3,0,5,3,11,1
SW1A,1,1,0,0,0,1,0,2,0,1,0,23,1,0,0,0,0,2,0,3,0
SW1E,0,0,4,0,0,0,1,1,1,0,2,24,0,0,0,0,0,0,0,0,0
SW1H,0,1,1,0,0,1,4,0,1,0,1,6,0,1,0,0,1,0,0,0,0
SW1P,2,0,2,2,0,2,3,3,0,1,0,25,0,0,0,2,0,2,0,2,0
SW1V,3,0,4,2,0,0,2,0,0,0,4,23,0,0,0,1,0,3,0,1,0
SW1W,6,0,3,4,0,1,5,1,0,0,1,34,0,0,2,0,0,7,1,3,0
SW1X,0,0,1,2,1,1,2,1,0,0,2,47,0,0,0,0,0,1,1,2,0
SW1Y,3,0,0,4,0,1,2,5,0,0,1,33,0,0,0,0,0,5,0,2,0
SW2,7,0,8,5,1,7,7,11,5,1,3,46,0,0,0,0,2,7,2,6,1
SW20,1,1,5,1,1,4,4,4,0,2,2,19,0,1,0,0,0,2,0,4,0
SW3,2,0,3,1,1,3,3,4,2,1,3,42,1,0,0,0,0,4,0,0,0
SW4,4,2,5,5,0,3,4,8,0,0,1,52,0,0,1,0,3,5,0,5,0
SW5,0,2,6,0,1,1,2,2,0,0,3,31,0,0,0,0,0,6,2,4,0
SW6,10,7,139,27,85,11,22,20,8,2,5,74,3,1,2,3,0,24,10,7,0
SW7,3,0,6,2,1,1,6,1,0,0,3,77,0,0,0,0,0,3,2,0,0
SW8,3,1,6,6,0,3,5,5,2,0,2,46,0,0,0,0,0,3,1,3,0
